fafb,mcns,maol
720575940620655531,127684,34352
720575940621923572,106644,50114
720575940615221398,529628,177924
720575940631586501,534357,102606
720575940616571579,540425,83535
720575940629063921,539409,53287
720575940628089107,85577,111015
720575940617612893,160899,38313
720575940630312314,90265,102478
720575940617607965,534801,206627
720575940612817075,58294,90676
720575940614337233,63790,106294
720575940623484944,85277,25804
720575940612347086,139760,152786
720575940626467216,134896,155041
720575940617350356,80481,114794
720575940620447909,97236,109774
720575940621413473,70122,47004
720575940644798756,133507,108367
720575940640101976,519164,104250
720575940612307186,75095,120309
720575940630547932,115093,38225
720575940635864171,529627,103523
720575940613059546,51224,132469
720575940621950573,64738,117093
720575940626345288,97764,47274
720575940623963795,106761,178554
720575940617356505,122085,38660
720575940623033932,122216,53337
720575940620606123,512679,54863
720575940632414008,86355,128355
720575940641304528,30324,65694
720575940631608874,531486,77156
720575940628151016,146120,125745
720575940620996289,132681,114831
720575940632480799,529872,154441
720575940627170846,223235,112444
720575940634256026,177635,140374
720575940623844819,85605,61453
720575940641710837,134132,112029
720575940627921418,26697,110620
720575940629153589,551587,235834
720575940617727010,72285,61393
720575940639988083,107546,86618
720575940634259993,56333,41548
720575940637757150,154158,136985
720575940633373869,39348,108774
720575940632023353,95611,27197
720575940626691356,545029,122170
720575940612042901,128486,63784
720575940605807904,84000,245865
720575940619905616,120276,552320
720575940614338344,148502,110977
720575940635345760,213506,39236
720575940611865806,536960,52330
720575940627518995,548922,152870
720575940639590470,56887,53475
720575940610226756,135048,85774
720575940606369713,95623,48690
720575940633245860,119337,94835
720575940619161910,73700,87074
720575940629257883,82070,107277
720575940609478339,535207,82616
720575940628936700,155287,72801
720575940625731728,92772,78182
720575940618557190,108312,57155
720575940639834995,88999,122419
720575940624062797,136521,129460
720575940615358206,125021,107983
720575940640305536,549182,145189
720575940623442470,531365,103385
720575940618801728,545918,114320
720575940620152149,122465,112415
720575940634577433,146383,108512
720575940639065926,518939,65036
720575940625371144,557007,104466
720575940635845786,158588,126039
720575940623142012,534373,113841
720575940620502337,70941,64652
720575940611222904,136946,118347
720575940609473656,530971,123759
720575940604936364,75620,210031
720575940629651559,102471,178932
720575940628009704,164081,108237
720575940615230114,120527,104494
720575940616700172,517950,95938
720575940633499361,149535,130865
720575940638636120,79043,120712
720575940634566626,76555,130047
720575940618693661,556438,83476
720575940613609709,529658,77616
720575940625579964,153263,67771
720575940626214500,41084,84865
720575940632007992,122318,135611
720575940648042617,54850,75021
720575940638207066,84534,63094
720575940627612177,131169,164624
720575940629147445,543461,58047
720575940614694055,49460,128454
720575940639926094,87485,139563
720575940608156290,80050,80985
720575940629800347,72108,500163
720575940616202969,531656,95469
720575940634919066,96796,177362
720575940625241075,102177,123470
720575940631187260,542713,121933
720575940621959265,532554,156469
720575940616232916,516342,122635
720575940606705673,38356,283691
720575940631211064,82286,243554
720575940626007433,98195,111917
720575940619062299,561708,79351
720575940632855972,143934,92651
720575940622780404,545503,49638
720575940623425416,532299,146357
720575940627543685,56863,181043
720575940610765991,76006,30374
720575940631491602,72119,61050
720575940642284429,49980,160181
720575940608019241,542272,198541
720575940623209983,45312,59100
720575940639888472,514215,305390
720575940627933444,48834,135179
720575940620195032,62597,529749
720575940629823735,518571,78453
720575940619836632,144701,70212
720575940617449433,517195,74504
720575940636695909,71479,80818
720575940629316405,64333,131908
720575940635658906,125228,84149
720575940618991133,82240,60229
720575940618153985,56804,95961
720575940634358497,109773,115591
720575940616174092,517114,210379
720575940627069258,109738,48961
720575940648184452,66772,165973
720575940616074764,515732,100314
720575940636415599,14913,126524
720575940635552111,527507,58902
720575940623803430,531423,101495
720575940628870218,23309,93958
720575940625189356,25556,107896
720575940616864340,76230,114218
720575940612718554,71250,183570
720575940615198314,518818,101386
720575940622238814,140836,107704
720575940646081902,85882,115920
720575940630774267,40175,211484
720575940635544730,69803,71702
720575940625951888,70498,193994
720575940644746400,542679,94884
720575940617972549,130923,130786
720575940612946325,533464,85995
720575940628560583,72202,151923
720575940623270755,51835,156733
720575940622410503,533252,121541
720575940619703256,531911,143526
720575940625157629,96247,137248
720575940616778838,108018,91180
720575940617623389,83592,107956
720575940626097040,513254,204114
720575940623836685,126152,27015
720575940631241679,52000,31163
720575940626163386,104877,96600
720575940639219007,54427,170766
720575940622093951,59342,177772
720575940623936403,54468,106949
720575940638855808,165372,42821
720575940638362857,31511,105301
720575940620793697,104467,122280
720575940612686563,18533,125162
720575940630100858,62673,92827
720575940629089323,72271,105230
720575940612422513,57824,202662
720575940615948082,534779,138905
720575940628994101,40332,128167
720575940631539754,42375,327734
720575940653132534,514640,37542
720575940629862010,515523,75044
720575940635516768,30829,197760
720575940632459857,39288,130927
720575940628969781,15969,85118
720575940639850915,516893,110484
720575940636149428,78836,95787
720575940614669777,544762,24465
720575940645670510,136061,111969
720575940636787086,521568,85534
720575940604609201,527106,106932
720575940613239794,50239,81508
720575940607230473,85891,200269
720575940614664657,80932,104570
720575940632590244,83638,89304
720575940628795121,545593,31984
720575940610889058,520360,31857
720575940620014445,47096,86071
720575940631259351,54447,291217
720575940621603504,111552,24706
720575940627830842,62718,30359
720575940622204454,515198,27959
720575940620857003,52592,26433
720575940630918395,533838,78442
720575940624654600,80671,132139
720575940627408466,536898,42983
720575940622318430,135914,31940
720575940645149384,129904,92621
720575940621930273,24203,34923
720575940646254371,142456,139802
720575940624232629,532621,526746
720575940637441966,40774,159207
720575940610200132,92034,26686
720575940615479806,134051,35012
720575940614186919,513806,36843
720575940632366161,181137,116658
720575940644286408,580671,53207
720575940634115553,536878,113072
720575940638595135,62800,59051
720575940614827922,96696,92028
720575940632482385,66460,208835
720575940638804345,48330,86619
720575940633910809,122158,295542
720575940618984020,110807,167438
720575940605286060,32191,120757
720575940646787107,162112,70775
720575940618251494,529219,35914
720575940634674272,60341,130815
720575940626639106,170877,113543
720575940638892614,85625,27688
720575940644858478,71056,108247
720575940635098522,537050,59687
720575940650459513,544860,86196
720575940625835152,77664,35200
720575940618599509,73175,153529
720575940610291524,534563,71355
720575940631568459,77671,236335
720575940640791203,542890,102772
720575940636504175,548212,30717
720575940605291185,534802,32659
720575940609850307,520554,107654
720575940620514309,108600,45638
720575940619481560,44628,33150
720575940636860783,518055,40443
720575940622758870,151164,100670
720575940620230360,549363,34316
720575940624177917,152790,53795
720575940615886278,539796,133407
720575940620865549,111994,116253
720575940630672471,150606,125127
720575940622801669,65006,78183
720575940617468253,514513,99526
720575940623492074,104979,149296
720575940639509968,105440,82325
720575940636754910,98806,21676
720575940631316705,533987,105822
720575940639812942,65174,36028
720575940628145832,543980,71017
720575940614890159,114267,247008
720575940647338019,31960,468158
720575940625750032,519833,80213
720575940621745904,199581,54196
720575940640265277,73714,83447
720575940632065337,56050,109703
720575940629040437,41722,125193
720575940640545499,82546,88835
720575940617218875,34910,45746
720575940623433156,83488,73903
720575940613490034,148762,77691
720575940629781754,54155,138730
720575940624979720,160976,107125
720575940639258301,146527,49748
720575940640201661,120650,100591
720575940630148204,61307,34074
720575940623787146,86164,109166
720575940605501641,542315,102060
720575940632889171,129307,75405
720575940629760871,580023,26024
720575940637310064,518768,112794
720575940633139148,550780,61905
720575940627425034,64377,98353
720575940612977049,73865,79780
720575940609905362,535110,124959
720575940622850997,153537,70399
720575940616374358,142171,79435
720575940617446301,112590,66472
720575940638274367,185077,91706
720575940621157748,151844,76701
720575940620476837,73829,38355
720575940634074475,114604,101414
720575940618680354,155991,80428
720575940614753938,134824,250067
720575940617180603,123955,86340
720575940614114344,142127,77556
720575940613433241,537188,33758
720575940622105880,80482,83876
720575940615219050,170060,168756
720575940623620301,73593,214309
720575940626687772,583843,157980
720575940620146299,56654,25056
720575940635392363,103915,101438
720575940614963468,134917,182045
720575940618139220,526373,104423
720575940640362368,124950,107855
720575940615409013,72150,733559283
720575940632951343,530093,77460
720575940631377483,525800,112414
720575940643582880,513325,36639
720575940627026193,61215,85749
720575940628641323,91937,97125
720575940629412507,97427,195337
720575940640075739,110179,148669
720575940618044701,151316,89168
720575940628997163,89909,354532
720575940627847701,159399,86034
720575940632194956,137212,500325
720575940620987307,65870,163912
720575940627534858,527281,76332
720575940614735250,45938,100256
720575940633438765,16345,183475
720575940609868949,114427,133311
720575940624255159,543783,77008
720575940619250078,108773,115820
720575940626663452,66669,80793
720575940621752444,133360,57759
720575940632264100,63910,227698
720575940625022183,126925,37882
720575940619239222,57321,116794
720575940638825279,210003,114644
720575940612246707,530378,105171
720575940623994346,515779,168576
720575940628144872,51957,554776
720575940622510832,518935,148605
720575940622757895,519428,162798
720575940612402418,47622,118384
720575940618009378,140387,88637
720575940628154567,532349,102441
720575940618282781,515497,155744
720575940622240380,60242,145134
720575940625833805,76680,104156
720575940609439022,91518,116710
720575940629332021,59216,78638
720575940623074147,524354,130634
720575940633895138,539470,31995
720575940615260839,53593,56845
720575940622757648,63232,150237
720575940617837798,67364,500077
720575940617679761,47298,88351
720575940633734300,100471,118244
720575940629734231,66475,165833
720575940631401231,107004,46382
720575940620592856,526795,165007
720575940625445363,522786,109580
720575940615732127,71022,156212
720575940620587691,531305,95812
720575940615186282,89931,500008
720575940629425451,51309,206691
720575940644281504,113585,99861
720575940621431718,82301,72206
720575940626139834,541771,69258
720575940638251098,21498,117561
720575940629092651,65586,80206
720575940616993478,100292,173239
720575940639203654,166759,269309
720575940624667623,87080,192432
720575940604887986,529908,284176
720575940619752497,543967,66958
720575940631451151,107897,74745
720575940637237902,114976,176837
720575940613980200,110410,106464
720575940615080086,138075,78181
720575940614622462,66204,209574
720575940613765091,73789,156142
720575940636499374,571219,192091
720575940614213347,580849,177915
720575940619276702,185125,36174
720575940629244542,105868,109339
720575940627906590,66356,127887
720575940635779252,124812,188047
720575940634025901,89643,145505
720575940612158065,140824,97151
720575940632492369,517951,151607
720575940616775508,113986,109151
720575940625783634,211195,125800
720575940618524830,115803,147777
720575940630666233,534930,79689
720575940624177845,42584,160698
720575940614298065,106589,92925
720575940622900323,20970,85860
720575940611125112,160628,135932
720575940607788233,97006,178464
720575940628636303,103787,75219
720575940632776356,44583,149890
720575940639892595,74171,175523
720575940628972853,28935,84577
720575940608259970,536615,101060
720575940635712948,57544,131078
720575940626984394,529837,71452
720575940626497482,52857,117623
720575940631524972,527071,101855
720575940618226717,119099,566551
720575940638632794,531965,81194
720575940620981440,526317,74090
720575940629627386,77932,36973
720575940622463052,520424,62695
720575940624879596,72628,136368
720575940624798389,189470,115544
720575940621422913,545510,36549
720575940631141164,119605,219030
720575940639737971,139811,120387
720575940609360686,135981,113555
720575940641887963,53263,125140
720575940606817737,532111,34395
720575940627798654,526159,103280
720575940655639969,108647,43507
